comuna,longitud,latitud,nse,prop_apruebo_2020,boric_prop,kast_prop,yasna_prop,sichel_prop,artes_prop,meo_prop,parisi_prop
SAN BERNARDO,-70.7070895,-33.5725961,4.239630437977587,0.934010152284264,0.3819444444444444,0.1666666666666666,0.0486111111111111,0.0902777777777777,0.0208333333333333,0.1388888888888889,0.1527777777777778
ÑUÑOA,-70.58972209999997,-33.4605248,81.80921325600299,0.7522522522522522,0.4328358208955224,0.2437810945273632,0.099502487562189,0.1393034825870646,0.0199004975124378,0.0348258706467661,0.0298507462686567
EL BOSQUE,-70.6864655,-33.5730876,54.10323421758009,0.8466257668711656,0.3166666666666666,0.1666666666666666,0.1416666666666666,0.1083333333333333,0.0083333333333333,0.1333333333333333,0.125
ÑUÑOA,-70.60821259999999,-33.4615221,81.13792989679176,0.7450199203187251,0.4114832535885167,0.2440191387559809,0.0956937799043062,0.1961722488038277,0.0047846889952153,0.0334928229665071,0.0143540669856459
PROVIDENCIA,-70.5916376,-33.4276358,98.85064251442944,0.6632124352331606,0.3451776649746193,0.3248730964467005,0.0406091370558375,0.2436548223350254,0.0101522842639593,0.015228426395939,0.0203045685279187
ÑUÑOA,-70.59161040000002,-33.447751399999994,81.8227104081039,0.6884057971014492,0.2805755395683453,0.316546762589928,0.0935251798561151,0.2014388489208633,0.0359712230215827,0.0503597122302158,0.0215827338129496
RECOLETA,-70.63194190000002,-33.4020168,17.161628896302883,0.8079470198675497,0.3492063492063492,0.246031746031746,0.0873015873015873,0.1111111111111111,0.0,0.1031746031746031,0.1031746031746031
CERRO NAVIA,-70.73858829999998,-33.4267511,20.736949503654724,0.8214285714285714,0.2962962962962963,0.2592592592592592,0.0925925925925926,0.1388888888888889,0.0185185185185185,0.1388888888888889,0.0555555555555555
CONCHALI,-70.67136740000002,-33.394147100000005,58.27610374211042,0.9277777777777778,0.3358778625954198,0.1832061068702289,0.1679389312977099,0.0458015267175572,0.0229007633587786,0.1374045801526717,0.1068702290076336
PEDRO AGUIRRE CERDA,-70.6733542,-33.489254100000004,30.151837962189976,0.8095238095238095,0.2847222222222222,0.2916666666666667,0.125,0.1041666666666666,0.0208333333333333,0.1319444444444444,0.0416666666666666
PUENTE ALTO,-70.5629318,-33.605149700000005,4.797712682623966,0.8325123152709359,0.2576687116564417,0.2515337423312883,0.1042944785276073,0.1349693251533742,0.0245398773006134,0.147239263803681,0.0797546012269938
SAN BERNARDO,-70.7085656,-33.5934886,69.59781486106432,0.8314606741573034,0.2993197278911565,0.2244897959183673,0.1428571428571428,0.0748299319727891,0.0136054421768707,0.1428571428571428,0.1020408163265306
SANTIAGO,-70.67644920000002,-33.435253,55.65838108159178,0.7425149700598802,0.3257575757575757,0.25,0.1136363636363636,0.1818181818181818,0.0227272727272727,0.0681818181818181,0.0378787878787878
MAIPU,-70.7772641,-33.500033,20.36392821114745,0.9086021505376344,0.3493150684931507,0.1780821917808219,0.0890410958904109,0.0753424657534246,0.0136986301369863,0.1506849315068493,0.1438356164383561
PROVIDENCIA,-70.6126403,-33.4324306,95.78413954655568,0.7444933920704846,0.3761467889908257,0.2660550458715596,0.1192660550458715,0.2018348623853211,0.0091743119266055,0.018348623853211,0.0091743119266055
QUINTA NORMAL,-70.68543879999999,-33.4208518,50.36979697283873,0.8082901554404145,0.3144654088050314,0.2955974842767295,0.0628930817610062,0.1446540880503144,0.0125786163522012,0.1320754716981132,0.0377358490566037
PROVIDENCIA,-70.598057,-33.433896999999995,97.38087763481909,0.6602316602316602,0.3360995850622407,0.2987551867219917,0.1203319502074688,0.1991701244813278,0.0082987551867219,0.0248962655601659,0.0124481327800829
HUECHURABA,-70.6396708,-33.3709785,4.898266465775722,0.8484848484848485,0.2919254658385093,0.1304347826086956,0.1180124223602484,0.1490683229813664,0.0124223602484472,0.2111801242236025,0.0869565217391304
MAIPU,-70.7801958,-33.512574699999995,23.5120639545056,0.9181818181818182,0.4437869822485207,0.1420118343195266,0.0473372781065088,0.1065088757396449,0.0177514792899408,0.0710059171597633,0.1715976331360946
LA FLORIDA,-70.58101090000002,-33.5137689,10.7897733578215,0.8238636363636364,0.3071428571428572,0.25,0.0928571428571428,0.2214285714285714,0.0214285714285714,0.0857142857142857,0.0214285714285714
PEÑALOLEN,-70.5346614,-33.4730214,50.110801620858,0.8991935483870968,0.4887640449438202,0.1235955056179775,0.0617977528089887,0.1741573033707865,0.0337078651685393,0.0337078651685393,0.0842696629213483
HUECHURABA,-70.66669509999998,-33.3586327,87.78782676855185,0.7148148148148148,0.2380952380952381,0.3203463203463203,0.0779220779220779,0.277056277056277,0.0086580086580086,0.0389610389610389,0.0389610389610389
RENCA,-70.7429506,-33.410529,10.406929137951892,0.8876404494382022,0.3939393939393939,0.1515151515151515,0.0606060606060606,0.0909090909090909,0.0303030303030303,0.1363636363636363,0.1363636363636363
PEDRO AGUIRRE CERDA,-70.676447,-33.4846037,3.8907790456213736,0.8757062146892656,0.3732394366197183,0.1760563380281689,0.1126760563380281,0.0774647887323943,0.0422535211267605,0.0985915492957746,0.1197183098591549
RECOLETA,-70.6553933,-33.3997207,15.595909263145476,0.7794117647058824,0.3884892086330936,0.2302158273381295,0.1223021582733813,0.1223021582733813,0.0431654676258992,0.0575539568345323,0.0359712230215827
ÑUÑOA,-70.57655190000001,-33.4539872,92.36211159445357,0.7352941176470589,0.4021164021164021,0.2169312169312168,0.1322751322751322,0.1587301587301587,0.0264550264550264,0.0423280423280423,0.0211640211640211
PEÑALOLEN,-70.56794509999997,-33.4735826,15.883373608168675,0.8285714285714286,0.2413793103448276,0.193103448275862,0.1448275862068965,0.2068965517241379,0.0206896551724137,0.1103448275862069,0.0827586206896551
LO PRADO,-70.72595849999998,-33.4446252,28.54772642972333,0.8669950738916257,0.325,0.225,0.08125,0.075,0.0375,0.1375,0.11875
LO ESPEJO,-70.68053259999998,-33.5227174,12.308727858421872,0.8615384615384616,0.3689320388349514,0.174757281553398,0.116504854368932,0.0679611650485436,0.0194174757281553,0.174757281553398,0.0776699029126213
SAN BERNARDO,-70.7113032,-33.6054963,52.58310496485242,0.8362831858407079,0.3125,0.2045454545454545,0.1079545454545454,0.1477272727272727,0.0284090909090909,0.1193181818181818,0.0795454545454545
QUINTA NORMAL,-70.6970845,-33.423755,37.2462410431399,0.8162162162162162,0.2792207792207792,0.2597402597402597,0.1103896103896103,0.1558441558441558,0.0259740259740259,0.0909090909090909,0.0779220779220779
PUENTE ALTO,-70.6058401,-33.62486,59.55438402497072,0.8742138364779874,0.3955223880597015,0.1791044776119403,0.0298507462686567,0.0895522388059701,0.0149253731343283,0.126865671641791,0.1641791044776119
LA GRANJA,-70.6152627,-33.5147326,66.63096586620223,0.8638743455497382,0.3308823529411765,0.2058823529411765,0.1397058823529411,0.0661764705882353,0.0294117647058823,0.1544117647058823,0.0735294117647058
LAS CONDES,-70.52466940000002,-33.410402000000005,89.33472537294632,0.4622222222222222,0.1255605381165919,0.4394618834080717,0.0717488789237668,0.3452914798206278,0.0044843049327354,0.0134529147982062,0.0
CONCHALI,-70.66636009999998,-33.388554,35.18677559035044,0.8924731182795699,0.3466666666666667,0.1533333333333333,0.1333333333333333,0.1133333333333333,0.0066666666666666,0.14,0.1066666666666666
LA FLORIDA,-70.5933328,-33.5613607,3.0449575139645533,0.8869047619047619,0.2576687116564417,0.1411042944785276,0.2085889570552147,0.196319018404908,0.0368098159509202,0.098159509202454,0.0613496932515337
PUDAHUEL,-70.7551405,-33.44564860000001,34.516891935801546,0.8102564102564103,0.2608695652173913,0.2753623188405797,0.1014492753623188,0.0652173913043478,0.0217391304347826,0.1521739130434782,0.1231884057971014
INDEPENDENCIA,-70.65769759999998,-33.4268194,59.11682634964023,0.7710843373493976,0.3698630136986301,0.2945205479452055,0.0547945205479452,0.0958904109589041,0.0136986301369863,0.1232876712328767,0.047945205479452
LA FLORIDA,-70.59715179999998,-33.5310595,37.82864315629402,0.7914438502673797,0.3352941176470588,0.2352941176470588,0.1176470588235294,0.1470588235294117,0.0235294117647058,0.1,0.0411764705882352
LO BARNECHEA,-70.53480479999997,-33.3599483,89.06378254188368,0.4292035398230089,0.1078431372549019,0.5098039215686274,0.0784313725490196,0.2401960784313725,0.0098039215686274,0.0294117647058823,0.0245098039215686
SAN JOAQUIN,-70.631251,-33.4894963,3.625734969921347,0.8888888888888888,0.3185185185185185,0.1407407407407407,0.1555555555555555,0.0888888888888888,0.0444444444444444,0.0962962962962963,0.1555555555555555
SAN BERNARDO,-70.70805870000002,-33.5841139,18.22545442911545,0.7195121951219512,0.2185430463576159,0.2847682119205298,0.0993377483443708,0.1589403973509933,0.0198675496688741,0.1390728476821192,0.0794701986754966
SANTIAGO,-70.662442,-33.4407451,85.85048554754947,0.8684210526315791,0.3852459016393442,0.221311475409836,0.0573770491803278,0.081967213114754,0.0901639344262295,0.0737704918032786,0.0901639344262295
LA FLORIDA,-70.5709109,-33.5422378,65.44886528942394,0.7816593886462883,0.3901345291479821,0.2242152466367713,0.1076233183856502,0.1704035874439461,0.0044843049327354,0.0538116591928251,0.0493273542600896
ÑUÑOA,-70.5964311,-33.4566934,90.10701242037928,0.7058823529411765,0.3755458515283842,0.3013100436681222,0.1135371179039301,0.1572052401746725,0.0,0.0262008733624454,0.0262008733624454
LO BARNECHEA,-70.512625,-33.324928,88.29544466117649,0.3106060606060606,0.0963855421686747,0.5381526104417671,0.036144578313253,0.2931726907630522,0.0040160642570281,0.0200803212851405,0.0120481927710843
PROVIDENCIA,-70.5981949,-33.4264343,98.57192632354572,0.6101694915254238,0.2357142857142857,0.3714285714285713,0.0785714285714285,0.2285714285714285,0.0285714285714285,0.0428571428571428,0.0142857142857142
LAS CONDES,-70.57375329999998,-33.4178401,83.51205395661515,0.417910447761194,0.1203703703703703,0.5,0.0648148148148148,0.3009259259259259,0.0092592592592592,0.0,0.0046296296296296
LAS CONDES,-70.55582259999998,-33.4044538,81.23918353227471,0.5212765957446809,0.189922480620155,0.3449612403100775,0.1007751937984496,0.3527131782945737,0.0,0.0116279069767441,0.0
ESTACION CENTRAL,-70.71776440000002,-33.4660135,45.70095709805232,0.7368421052631579,0.3245614035087719,0.2894736842105263,0.1140350877192982,0.0964912280701754,0.0175438596491228,0.087719298245614,0.0701754385964912
LA FLORIDA,-70.5800772,-33.5505017,64.38423992537575,0.8246445497630331,0.2873563218390804,0.2183908045977012,0.1436781609195402,0.2068965517241379,0.0057471264367816,0.0977011494252873,0.0402298850574712
MAIPU,-70.7903346,-33.5101636,9.849846682350025,0.9274193548387096,0.4662921348314607,0.0898876404494382,0.0224719101123595,0.0898876404494382,0.0505617977528089,0.1404494382022472,0.1404494382022472
SAN MIGUEL,-70.6408256,-33.49811500000001,27.560259785185327,0.7699115044247787,0.293103448275862,0.3017241379310345,0.1551724137931034,0.1379310344827586,0.0172413793103448,0.0603448275862069,0.0344827586206896
LA FLORIDA,-70.590613,-33.537025,53.2561129601654,0.8241758241758241,0.3410404624277457,0.1676300578034682,0.1213872832369942,0.1618497109826589,0.0404624277456647,0.1098265895953757,0.0578034682080924
LA REINA,-70.5405588,-33.4480654,23.22882371819546,0.7315789473684211,0.2085561497326203,0.3262032085561497,0.1176470588235294,0.2834224598930481,0.0160427807486631,0.0320855614973262,0.0160427807486631
LA GRANJA,-70.6312906,-33.5224704,36.84195134826553,0.8113207547169812,0.2890625,0.265625,0.0859375,0.1328125,0.0078125,0.140625,0.078125
CERRO NAVIA,-70.75753879999998,-33.4192682,6.212089249168423,0.92,0.4036697247706422,0.110091743119266,0.055045871559633,0.073394495412844,0.036697247706422,0.1376146788990825,0.1834862385321101
SANTIAGO,-70.6357052,-33.4668645,46.95374276027759,0.7461139896373057,0.3742690058479532,0.304093567251462,0.087719298245614,0.1637426900584795,0.0175438596491228,0.023391812865497,0.0292397660818713
LA FLORIDA,-70.5891055,-33.54117960000001,70.04122130230522,0.84,0.3365384615384616,0.2355769230769231,0.0961538461538461,0.173076923076923,0.0144230769230769,0.0961538461538461,0.048076923076923
LA FLORIDA,-70.611165,-33.565115500000005,17.168502445983894,0.9488372093023256,0.5286624203821656,0.0764331210191082,0.0445859872611464,0.10828025477707,0.0318471337579617,0.0955414012738853,0.1146496815286624
ÑUÑOA,-70.6144719,-33.4688375,25.597024027930107,0.7844036697247706,0.3724489795918368,0.2397959183673469,0.0714285714285714,0.1989795918367347,0.0255102040816326,0.0510204081632653,0.0408163265306122
PUENTE ALTO,-70.58520899999998,-33.6201979,15.617554695959154,0.8771929824561403,0.392156862745098,0.1633986928104575,0.1241830065359477,0.130718954248366,0.0196078431372549,0.0980392156862745,0.0718954248366013
LA REINA,-70.52337179999998,-33.4452112,78.15003534254272,0.7676348547717843,0.3608695652173913,0.217391304347826,0.117391304347826,0.2391304347826087,0.008695652173913,0.0391304347826087,0.017391304347826
LO BARNECHEA,-70.56758420000001,-33.3221365,90.30102148446676,0.3432203389830508,0.0855855855855855,0.527027027027027,0.018018018018018,0.3333333333333333,0.009009009009009,0.018018018018018,0.009009009009009
PUENTE ALTO,-70.58922240000003,-33.6226355,9.172089689075603,0.8427947598253275,0.3484848484848485,0.2373737373737373,0.0909090909090909,0.1212121212121212,0.0151515151515151,0.0959595959595959,0.0909090909090909
SAN RAMON,-70.6449441,-33.5429521,15.74420297317266,0.8407643312101911,0.3114754098360656,0.1475409836065573,0.1147540983606557,0.1147540983606557,0.0081967213114754,0.2459016393442623,0.0573770491803278
QUILICURA,-70.7558813,-33.361206800000005,42.80981712858587,0.8839285714285714,0.3404255319148936,0.175531914893617,0.1063829787234042,0.1489361702127659,0.0159574468085106,0.1489361702127659,0.0638297872340425
LA GRANJA,-70.6135887,-33.541501399999994,62.68019947791016,0.8448275862068966,0.2887323943661972,0.1901408450704225,0.1338028169014084,0.1056338028169014,0.0352112676056338,0.1830985915492957,0.0633802816901408
CONCHALI,-70.6692046,-33.3751973,16.785983157553755,0.8956043956043956,0.3402777777777778,0.1805555555555555,0.1319444444444444,0.1180555555555555,0.0208333333333333,0.1388888888888889,0.0694444444444444
LA FLORIDA,-70.60102990000001,-33.5364541,18.579504724503128,0.7397260273972602,0.3071895424836601,0.261437908496732,0.1241830065359477,0.1633986928104575,0.0196078431372549,0.0718954248366013,0.0522875816993464
MACUL,-70.5935432,-33.4817939,68.27261947729029,0.8109965635738832,0.2727272727272727,0.2272727272727273,0.1666666666666666,0.1515151515151515,0.0075757575757575,0.0833333333333333,0.0909090909090909
QUILICURA,-70.69474840000002,-33.3428152,0.0172963504700508,0.8902439024390244,0.3146853146853147,0.2097902097902098,0.0839160839160839,0.0909090909090909,0.0279720279720279,0.1398601398601398,0.1328671328671328
HUECHURABA,-70.6327704,-33.366541600000005,3.8794814294183926,0.8863636363636364,0.3719512195121951,0.1829268292682926,0.1219512195121951,0.0975609756097561,0.024390243902439,0.0914634146341463,0.1097560975609756
SAN BERNARDO,-70.6941598,-33.6081787,76.08597086014849,0.9428571428571428,0.459016393442623,0.1393442622950819,0.0491803278688524,0.081967213114754,0.0327868852459016,0.0655737704918032,0.1721311475409836
LAS CONDES,-70.5600624,-33.4174401,98.90175672933012,0.4334600760456273,0.125,0.43359375,0.10546875,0.296875,0.01171875,0.01171875,0.015625
MAIPU,-70.74503409999998,-33.4750757,66.57742716286863,0.9307359307359307,0.6011560693641619,0.1560693641618497,0.0346820809248554,0.0462427745664739,0.0115606936416184,0.0693641618497109,0.0809248554913294
SAN BERNARDO,-70.66976020000001,-33.5878682,13.576585340493155,0.9086294416243654,0.3181818181818182,0.1666666666666666,0.0606060606060606,0.0681818181818181,0.0227272727272727,0.1287878787878787,0.2348484848484849
SAN JOAQUIN,-70.62859240000002,-33.5105999,4.168120526568893,0.8796296296296297,0.3764705882352941,0.1823529411764705,0.0941176470588235,0.1176470588235294,0.0294117647058823,0.1294117647058823,0.0705882352941176
LA FLORIDA,-70.58410500000002,-33.548986,31.35100993690332,0.8486486486486486,0.3192771084337349,0.1746987951807229,0.1204819277108433,0.2108433734939759,0.0180722891566265,0.0843373493975903,0.072289156626506
SAN BERNARDO,-70.7066421,-33.6016119,56.001108766050365,0.8601398601398601,0.2330827067669173,0.2706766917293233,0.0827067669172932,0.1203007518796992,0.0075187969924812,0.18796992481203,0.0977443609022556
LA FLORIDA,-70.588012,-33.5653231,41.030817497508025,0.8435754189944135,0.3214285714285714,0.25,0.0714285714285714,0.119047619047619,0.0416666666666666,0.125,0.0714285714285714
QUILICURA,-70.71241040000002,-33.3674669,49.985553048306805,0.8669724770642202,0.3238636363636363,0.1704545454545454,0.1306818181818181,0.1590909090909091,0.0170454545454545,0.1079545454545454,0.0909090909090909
QUINTA NORMAL,-70.6862239,-33.4258345,90.38752823154314,0.7877358490566038,0.3128491620111732,0.2402234636871508,0.1173184357541899,0.1340782122905028,0.0167597765363128,0.106145251396648,0.0726256983240223
SAN JOAQUIN,-70.6335859,-33.4894342,4.8178334371447615,0.8219895287958116,0.3757225433526011,0.2196531791907514,0.1213872832369942,0.1040462427745664,0.0173410404624277,0.1213872832369942,0.0404624277456647
CERRILLOS,-70.7295686,-33.5056789,63.76222117133285,0.8275862068965517,0.237410071942446,0.2517985611510791,0.1294964028776978,0.158273381294964,0.0071942446043165,0.158273381294964,0.0575539568345323
LAS CONDES,-70.51121459999997,-33.3888784,88.06669292779222,0.4314720812182741,0.1082474226804123,0.4639175257731959,0.0721649484536082,0.3350515463917525,0.0051546391752577,0.0103092783505154,0.0051546391752577
PROVIDENCIA,-70.63405759999998,-33.4371485,94.4166530861988,0.6497175141242938,0.2774566473988439,0.3930635838150289,0.0982658959537572,0.1965317919075144,0.0115606936416184,0.0173410404624277,0.0057803468208092
MAIPU,-70.7745975,-33.525744800000005,60.38503375787709,0.8785046728971962,0.2903225806451613,0.2258064516129032,0.0913978494623656,0.1612903225806451,0.0268817204301075,0.1236559139784946,0.0806451612903225
VITACURA,-70.58271090000002,-33.3912229,93.48524961233176,0.3495575221238938,0.0786026200873362,0.5545851528384279,0.0262008733624454,0.3100436681222707,0.0043668122270742,0.0131004366812227,0.0131004366812227
SAN RAMON,-70.64553659999999,-33.529282,56.2544553099296,0.8756756756756757,0.3571428571428571,0.2063492063492063,0.0634920634920634,0.1269841269841269,0.0238095238095238,0.119047619047619,0.1031746031746031
