comuna,longitud,latitud,nse,prop_apruebo_2020,boric_prop,kast_prop,yasna_prop,sichel_prop,artes_prop,meo_prop,parisi_prop
PUDAHUEL,-70.75437590000001,-33.4431087,18.68768189911929,0.8526315789473684,0.277027027027027,0.2162162162162162,0.1621621621621621,0.0675675675675675,0.0135135135135135,0.1554054054054054,0.1081081081081081
SANTIAGO,-70.6704556,-33.4367368,69.14248593546762,0.8944099378881988,0.4206349206349206,0.1904761904761904,0.0555555555555555,0.0476190476190476,0.0238095238095238,0.0714285714285714,0.1904761904761904
LA FLORIDA,-70.58574959999999,-33.5244303,76.964960393357,0.8216216216216217,0.335483870967742,0.2451612903225806,0.1161290322580645,0.1483870967741935,0.0064516129032258,0.0774193548387096,0.0709677419354838
ESTACION CENTRAL,-70.6997032,-33.4636678,53.66582651060626,0.765625,0.3173652694610778,0.2934131736526946,0.0838323353293413,0.1257485029940119,0.0179640718562874,0.1077844311377245,0.0538922155688622
MAIPU,-70.7944059,-33.5220891,46.88085813893269,0.8544303797468354,0.3070866141732284,0.2519685039370079,0.0944881889763779,0.1102362204724409,0.0236220472440944,0.0708661417322834,0.1417322834645669
LA PINTANA,-70.6539097,-33.583270299999995,16.060286279595005,0.8577405857740585,0.2882882882882883,0.1531531531531531,0.1351351351351351,0.072072072072072,0.027027027027027,0.2252252252252252,0.0990990990990991
RECOLETA,-70.6543497,-33.3893815,64.93292415300371,0.8532608695652174,0.2992700729927007,0.2481751824817518,0.1167883211678832,0.0948905109489051,0.0,0.1532846715328467,0.0875912408759124
RENCA,-70.7070929,-33.3985281,24.50545434913233,0.9140271493212668,0.3693181818181818,0.1818181818181818,0.0852272727272727,0.0511363636363636,0.034090909090909,0.1193181818181818,0.1590909090909091
ESTACION CENTRAL,-70.7015159,-33.4696158,44.57819400106577,0.8203592814371258,0.2890625,0.203125,0.1015625,0.1640625,0.0234375,0.171875,0.046875
VITACURA,-70.5914245,-33.3992679,99.69693894588242,0.398989898989899,0.085,0.435,0.03,0.415,0.0,0.02,0.015
RECOLETA,-70.63572140000002,-33.3977499,39.70809659161917,0.8743455497382199,0.3947368421052632,0.2039473684210526,0.0986842105263158,0.0986842105263158,0.0197368421052631,0.131578947368421,0.0526315789473684
PUENTE ALTO,-70.5676368,-33.5914736,60.65462687372964,0.8969696969696971,0.3893129770992366,0.1908396946564885,0.0610687022900763,0.1297709923664122,0.0229007633587786,0.0458015267175572,0.1603053435114503
RECOLETA,-70.6492139,-33.421149199999995,74.9468362175581,0.8345323741007195,0.3515625,0.2421875,0.0859375,0.1484375,0.046875,0.09375,0.03125
RECOLETA,-70.6296184,-33.3980813,24.63015303770905,0.8944723618090452,0.3522012578616352,0.1446540880503144,0.1572327044025157,0.1320754716981132,0.0188679245283018,0.1069182389937107,0.0880503144654088
PEDRO AGUIRRE CERDA,-70.668542,-33.4891364,24.1983691441106,0.8095238095238095,0.3362068965517241,0.25,0.0775862068965517,0.0948275862068965,0.0344827586206896,0.1293103448275862,0.0775862068965517
LA CISTERNA,-70.6577923,-33.5362013,60.71641383668046,0.8125,0.3861386138613861,0.2277227722772277,0.099009900990099,0.1386138613861386,0.0,0.0891089108910891,0.0594059405940594
PEÑALOLEN,-70.5636459,-33.4817783,26.80789353446423,0.8308457711442786,0.272108843537415,0.2244897959183673,0.217687074829932,0.0884353741496598,0.0136054421768707,0.1156462585034013,0.0680272108843537
SAN BERNARDO,-70.6761059,-33.5995648,15.724157202830202,0.9337016574585636,0.4017094017094017,0.1196581196581196,0.0512820512820512,0.0769230769230769,0.0341880341880341,0.1282051282051282,0.188034188034188
CERRO NAVIA,-70.72996490000001,-33.4292219,38.00198158188622,0.8524590163934426,0.2960526315789473,0.2302631578947368,0.0789473684210526,0.1052631578947368,0.0131578947368421,0.1513157894736842,0.125
PUENTE ALTO,-70.565343,-33.5994375,52.28879206487432,0.8775510204081632,0.3435582822085889,0.2269938650306748,0.1349693251533742,0.1226993865030674,0.0184049079754601,0.1104294478527607,0.0429447852760736
SANTIAGO,-70.6406812,-33.4486199,99.31224511628048,0.7936507936507936,0.4105263157894737,0.3052631578947368,0.0842105263157894,0.1263157894736842,0.0105263157894736,0.0526315789473684,0.0105263157894736
MAIPU,-70.7353361,-33.4893459,67.73218350927954,0.8369565217391305,0.3272727272727273,0.2484848484848485,0.1151515151515151,0.1151515151515151,0.0181818181818181,0.1272727272727272,0.0484848484848484
LA CISTERNA,-70.6644425,-33.532837699999995,59.481749350886965,0.8435374149659864,0.3469387755102041,0.2040816326530612,0.0816326530612244,0.2312925170068027,0.0136054421768707,0.0816326530612244,0.0408163265306122
PUDAHUEL,-70.7363394,-33.4592011,58.80894131338288,0.8643410852713178,0.3811659192825112,0.1838565022421524,0.1210762331838565,0.1076233183856502,0.0313901345291479,0.0941704035874439,0.0807174887892376
RECOLETA,-70.63268149999998,-33.3922896,0.5623063533594411,0.890625,0.3517241379310345,0.1448275862068965,0.1448275862068965,0.0896551724137931,0.0551724137931034,0.1172413793103448,0.096551724137931
MACUL,-70.599234,-33.5001524,37.96543929230932,0.9107142857142856,0.3825503355704698,0.1610738255033557,0.1140939597315436,0.1409395973154362,0.0134228187919463,0.0671140939597315,0.1208053691275167
MACUL,-70.59024029999998,-33.4978221,57.69747583259933,0.8515625,0.4458874458874459,0.2251082251082251,0.0519480519480519,0.1558441558441558,0.0303030303030303,0.0476190476190476,0.0432900432900432
VITACURA,-70.5459117,-33.3808749,82.65256030977464,0.4761904761904762,0.1333333333333333,0.4133333333333333,0.08,0.3533333333333333,0.0,0.0133333333333333,0.0066666666666666
MACUL,-70.5966825,-33.478815000000004,8.940263604379476,0.8487084870848709,0.3793103448275862,0.1637931034482758,0.1551724137931034,0.1724137931034483,0.0,0.0948275862068965,0.0344827586206896
SAN BERNARDO,-70.6996311,-33.613789600000004,43.40206716382843,0.8571428571428571,0.2797202797202797,0.2097902097902098,0.1258741258741259,0.1188811188811188,0.0139860139860139,0.1328671328671328,0.1188811188811188
ESTACION CENTRAL,-70.7240661,-33.4626804,74.04207712172732,0.8598726114649682,0.3134328358208955,0.291044776119403,0.0746268656716417,0.126865671641791,0.0074626865671641,0.1119402985074626,0.0746268656716417
INDEPENDENCIA,-70.66099840000003,-33.421386600000005,60.8915768772789,0.8727272727272727,0.3306451612903225,0.1693548387096774,0.1129032258064516,0.1451612903225806,0.0483870967741935,0.1290322580645161,0.064516129032258
MAIPU,-70.7479934,-33.4766343,44.97710982982591,0.9018691588785048,0.3967391304347826,0.1902173913043478,0.0489130434782608,0.1032608695652174,0.0054347826086956,0.108695652173913,0.1467391304347826
PEÑALOLEN,-70.5817038,-33.5094394,24.898996311778216,0.8497652582159625,0.2784090909090909,0.2443181818181818,0.1306818181818181,0.1534090909090909,0.0113636363636363,0.096590909090909,0.0852272727272727
CONCHALI,-70.68628740000003,-33.3775628,31.94713415469336,0.8604651162790697,0.25,0.2142857142857142,0.1309523809523809,0.1428571428571428,0.0238095238095238,0.1785714285714285,0.0595238095238095
CERRILLOS,-70.68962579999999,-33.4814748,41.63044097695385,0.8265306122448979,0.2923076923076923,0.1923076923076923,0.1307692307692307,0.1307692307692307,0.0384615384615384,0.1153846153846154,0.1
LAS CONDES,-70.5563006,-33.3977796,76.61703380586697,0.4368932038834951,0.17,0.45,0.065,0.3,0.0,0.01,0.005
SANTIAGO,-70.67147740000001,-33.43122,66.78445847926088,0.7222222222222222,0.2098765432098765,0.3456790123456789,0.0617283950617283,0.2345679012345679,0.0,0.074074074074074,0.074074074074074
PEÑALOLEN,-70.5724208,-33.4817053,26.768126925218787,0.9257425742574258,0.375,0.15,0.05,0.0416666666666666,0.05,0.1083333333333333,0.225
LA CISTERNA,-70.6663018,-33.5445031,57.47577261197888,0.8967391304347826,0.4275862068965517,0.1724137931034483,0.0413793103448275,0.1448275862068965,0.0275862068965517,0.0689655172413793,0.1172413793103448
RECOLETA,-70.6549381,-33.3949216,10.627107680279462,0.8531073446327684,0.3684210526315789,0.2406015037593985,0.0676691729323308,0.1203007518796992,0.0300751879699248,0.112781954887218,0.0601503759398496
PROVIDENCIA,-70.5949805,-33.428822600000004,99.62865335414229,0.5984251968503937,0.1363636363636363,0.4090909090909091,0.1666666666666666,0.2878787878787879,0.0,0.0,0.0
LO PRADO,-70.70807409999998,-33.444738,29.20366302710128,0.8863636363636364,0.3517241379310345,0.2275862068965517,0.0827586206896551,0.0620689655172413,0.0275862068965517,0.1448275862068965,0.1034482758620689
LO BARNECHEA,-70.53538990000001,-33.3627021,89.32500242448843,0.5038759689922481,0.1132075471698113,0.4150943396226415,0.0235849056603773,0.3726415094339622,0.0047169811320754,0.0330188679245283,0.0377358490566037
PEDRO AGUIRRE CERDA,-70.6694108,-33.4958006,33.62128090972805,0.9211822660098522,0.4131736526946108,0.1616766467065868,0.1017964071856287,0.1017964071856287,0.029940119760479,0.155688622754491,0.0359281437125748
SAN JOAQUIN,-70.6169373,-33.5088082,38.3032930051759,0.8497409326424871,0.3831168831168831,0.1558441558441558,0.1038961038961039,0.1623376623376623,0.0194805194805194,0.1103896103896103,0.0649350649350649
CONCHALI,-70.6760405,-33.3920661,42.0918936104482,0.8865248226950354,0.3534482758620689,0.2068965517241379,0.1034482758620689,0.0603448275862069,0.0,0.1120689655172413,0.1637931034482758
LA PINTANA,-70.65499670000001,-33.576207600000004,3.6074638251328968,0.8543046357615894,0.2682926829268293,0.2032520325203252,0.2439024390243902,0.1056910569105691,0.008130081300813,0.0975609756097561,0.073170731707317
SANTIAGO,-70.6557159,-33.4586827,92.76545148973568,0.7272727272727273,0.4,0.3157894736842105,0.0421052631578947,0.1052631578947368,0.0105263157894736,0.0526315789473684,0.0736842105263157
PEÑALOLEN,-70.5473387,-33.485392,83.63807736567584,0.7208333333333333,0.3349514563106796,0.2475728155339805,0.0922330097087378,0.1844660194174757,0.029126213592233,0.0679611650485436,0.0436893203883495
SAN BERNARDO,-70.67132159999998,-33.598144299999994,21.15433643501221,0.9257142857142856,0.3787878787878788,0.1590909090909091,0.0681818181818181,0.1287878787878787,0.0303030303030303,0.0757575757575757,0.1590909090909091
SAN MIGUEL,-70.6579722,-33.4869622,62.4023830971665,0.8018433179723502,0.366120218579235,0.2896174863387978,0.1038251366120218,0.1038251366120218,0.0109289617486338,0.0765027322404371,0.0491803278688524
VITACURA,-70.5740787,-33.383729100000004,84.74401901198847,0.3294117647058823,0.1186440677966101,0.4745762711864407,0.0282485875706214,0.3559322033898305,0.0056497175141242,0.0112994350282485,0.0056497175141242
SANTIAGO,-70.6445436,-33.4750615,41.61529417292951,0.8214285714285714,0.2436974789915966,0.3865546218487395,0.0840336134453781,0.134453781512605,0.0252100840336134,0.0756302521008403,0.0504201680672268
LA PINTANA,-70.6395043,-33.58143270000001,3.830841692402904,0.9609375,0.5128205128205128,0.1025641025641025,0.0384615384615384,0.0897435897435897,0.0256410256410256,0.1025641025641025,0.1282051282051282
ÑUÑOA,-70.59358929999998,-33.4569525,90.5736889516312,0.7714285714285715,0.3487179487179487,0.2307692307692308,0.1179487179487179,0.2153846153846154,0.0256410256410256,0.0358974358974358,0.0256410256410256
ÑUÑOA,-70.5822297,-33.44243400000001,79.23568127125176,0.7376237623762376,0.3559322033898305,0.3333333333333333,0.0677966101694915,0.1525423728813559,0.0225988700564971,0.0451977401129943,0.0225988700564971
SAN BERNARDO,-70.69611590000002,-33.6109148,74.85743008225265,0.8716577540106952,0.4596774193548387,0.2177419354838709,0.0806451612903225,0.064516129032258,0.0,0.0403225806451612,0.1370967741935483
LO ESPEJO,-70.6850324,-33.5088151,6.083116462426427,0.9205298013245032,0.375,0.1057692307692307,0.1153846153846154,0.0769230769230769,0.0192307692307692,0.1538461538461538,0.1538461538461538
INDEPENDENCIA,-70.6773865,-33.4184664,68.78906050823278,0.8323699421965318,0.3916083916083916,0.2237762237762237,0.0769230769230769,0.1748251748251748,0.0349650349650349,0.0559440559440559,0.0419580419580419
QUILICURA,-70.7451884,-33.3696504,15.513126730259916,0.9137055837563453,0.3450704225352112,0.1267605633802817,0.0985915492957746,0.0845070422535211,0.0211267605633802,0.1197183098591549,0.204225352112676
PROVIDENCIA,-70.5981949,-33.4264343,98.5679521620938,0.7240000000000001,0.4069767441860465,0.2325581395348837,0.1511627906976744,0.1744186046511628,0.0077519379844961,0.0116279069767441,0.0155038759689922
PUDAHUEL,-70.74294959999997,-33.4607762,57.62129190740754,0.9476190476190476,0.4297520661157025,0.140495867768595,0.024793388429752,0.0165289256198347,0.0165289256198347,0.1570247933884297,0.2148760330578512
PEÑALOLEN,-70.5686113,-33.4663448,33.05430054258552,0.9128440366972476,0.3443708609271523,0.152317880794702,0.1854304635761589,0.1125827814569536,0.0132450331125827,0.119205298013245,0.0728476821192053
LAS CONDES,-70.5494059,-33.3985437,80.53365739828897,0.4181034482758621,0.1313559322033898,0.4194915254237288,0.0889830508474576,0.3474576271186441,0.0042372881355932,0.0084745762711864,0.0
LA FLORIDA,-70.59397729999998,-33.5444578,18.96504837479292,0.8765432098765432,0.3587443946188341,0.1748878923766816,0.1031390134529148,0.1345291479820627,0.0134529147982062,0.1345291479820627,0.0807174887892376
QUILICURA,-70.72954279999998,-33.3518014,73.74636451708689,0.9551569506726456,0.4758620689655173,0.1379310344827586,0.0413793103448275,0.1103448275862069,0.0137931034482758,0.0689655172413793,0.1517241379310344
LA FLORIDA,-70.588063,-33.532605100000005,54.79663790940111,0.8368421052631579,0.327683615819209,0.2090395480225989,0.1242937853107344,0.1638418079096045,0.0,0.1073446327683615,0.0677966101694915
QUINTA NORMAL,-70.7192927,-33.4298352,37.81807038714831,0.8272251308900523,0.2760736196319018,0.2331288343558282,0.1288343558282208,0.1656441717791411,0.0122699386503067,0.1349693251533742,0.049079754601227
LA FLORIDA,-70.61024570000002,-33.5550915,14.852041219302723,0.8382352941176471,0.3311688311688312,0.2532467532467532,0.1038961038961039,0.1428571428571428,0.0129870129870129,0.1038961038961039,0.0519480519480519
ESTACION CENTRAL,-70.7118666,-33.461507,52.74497081115885,0.8373493975903614,0.3897058823529412,0.2279411764705882,0.0955882352941176,0.125,0.0147058823529411,0.1029411764705882,0.0441176470588235
LO BARNECHEA,-70.4660357,-33.3382622,18.763615877049943,0.5577889447236181,0.1927710843373494,0.4216867469879518,0.0963855421686747,0.2048192771084337,0.0,0.036144578313253,0.0481927710843373
LAS CONDES,-70.5725604,-33.4231526,86.45075888987421,0.4075471698113208,0.1052631578947368,0.4777327935222672,0.0809716599190283,0.319838056680162,0.0,0.0121457489878542,0.0040485829959514
MACUL,-70.5886557,-33.494128,32.66525763063993,0.7662337662337663,0.2857142857142857,0.2727272727272727,0.1363636363636363,0.1363636363636363,0.0194805194805194,0.0844155844155844,0.0649350649350649
MAIPU,-70.7486941,-33.4801209,57.53923422157925,0.9254901960784314,0.4439024390243903,0.1658536585365853,0.0439024390243902,0.1170731707317073,0.0195121951219512,0.0682926829268292,0.1414634146341463
MAIPU,-70.742965,-33.48636810000001,85.93024371857538,0.8038277511961722,0.3410404624277457,0.2658959537572254,0.1271676300578034,0.1213872832369942,0.0057803468208092,0.0809248554913294,0.0578034682080924
PROVIDENCIA,-70.6197782,-33.4300104,96.56217538099465,0.6206896551724138,0.2831050228310502,0.3287671232876712,0.0867579908675799,0.2511415525114155,0.0045662100456621,0.0365296803652968,0.0091324200913242
LA PINTANA,-70.6220777,-33.5885237,14.77395769492637,0.9209039548022598,0.2857142857142857,0.1904761904761904,0.0714285714285714,0.0476190476190476,0.0714285714285714,0.1666666666666666,0.1666666666666666
CERRO NAVIA,-70.7525253,-33.418793900000004,3.0958467763301942,0.9402985074626866,0.3740458015267176,0.1297709923664122,0.0305343511450381,0.015267175572519,0.0305343511450381,0.1068702290076336,0.3129770992366412
PUENTE ALTO,-70.5905594,-33.5799068,63.50212605140315,0.905829596412556,0.4207317073170732,0.1768292682926829,0.073170731707317,0.1341463414634146,0.0365853658536585,0.073170731707317,0.0853658536585365
PEDRO AGUIRRE CERDA,-70.68618719999998,-33.484458399999994,27.665037677050144,0.8620689655172413,0.3076923076923077,0.1978021978021978,0.1318681318681318,0.1318681318681318,0.0219780219780219,0.1648351648351648,0.0439560439560439
SANTIAGO,-70.66620479999997,-33.442206,78.91007497418045,0.9398907103825136,0.4926470588235294,0.1397058823529411,0.0735294117647058,0.1176470588235294,0.0294117647058823,0.0514705882352941,0.0955882352941176
ESTACION CENTRAL,-70.7000676,-33.4480497,25.5186405668404,0.8554913294797688,0.4427480916030535,0.2366412213740458,0.0458015267175572,0.099236641221374,0.0458015267175572,0.0687022900763358,0.0610687022900763
ÑUÑOA,-70.5745108,-33.440954600000005,77.85129837604265,0.7132352941176471,0.3311258278145696,0.271523178807947,0.0993377483443708,0.2582781456953642,0.0132450331125827,0.0066225165562913,0.0198675496688741
RENCA,-70.7217493,-33.397129,11.69760680496415,0.9123711340206184,0.2751677852348993,0.2214765100671141,0.1812080536912752,0.0805369127516778,0.0201342281879194,0.1409395973154362,0.0805369127516778
VITACURA,-70.570988,-33.3742085,89.84479274873001,0.2692307692307692,0.0459770114942528,0.5919540229885057,0.0402298850574712,0.3045977011494253,0.0,0.0172413793103448,0.0
MAIPU,-70.7841102,-33.530638399999994,54.671414331576045,0.9278846153846154,0.4420289855072464,0.1231884057971014,0.0289855072463768,0.1014492753623188,0.0434782608695652,0.108695652173913,0.1521739130434782
LO PRADO,-70.7247492,-33.4469766,18.253448522361783,0.8324607329842932,0.2679738562091503,0.196078431372549,0.130718954248366,0.1503267973856209,0.0065359477124183,0.1764705882352941,0.0718954248366013
MAIPU,-70.79761450000002,-33.5150803,48.644785950164525,0.8686868686868687,0.2066666666666666,0.2,0.14,0.1066666666666666,0.0066666666666666,0.2,0.14
MAIPU,-70.75077940000001,-33.4735582,60.13663616976818,0.9328358208955224,0.4873096446700508,0.1675126903553299,0.0355329949238578,0.0913705583756345,0.0456852791878172,0.0609137055837563,0.1116751269035533
LA FLORIDA,-70.5820786,-33.5420871,42.9054469506934,0.8695652173913043,0.4213836477987421,0.1761006289308176,0.1132075471698113,0.1383647798742138,0.0125786163522012,0.0817610062893081,0.0566037735849056
MAIPU,-70.7525432,-33.4861233,56.91116674381706,0.8076923076923077,0.3649289099526066,0.2843601895734597,0.1279620853080568,0.0853080568720379,0.0142180094786729,0.0710900473933649,0.0521327014218009
PUENTE ALTO,-70.59050909999998,-33.6059364,37.027687158009655,0.8522167487684729,0.3558282208588957,0.1411042944785276,0.1226993865030674,0.1411042944785276,0.0122699386503067,0.1779141104294478,0.049079754601227
LA FLORIDA,-70.5573505,-33.533093699999995,83.59766089355145,0.9063829787234042,0.4554973821989529,0.1413612565445026,0.0471204188481675,0.1465968586387434,0.0418848167539267,0.06282722513089,0.1047120418848167
SAN RAMON,-70.63294259999998,-33.557634,3.80429729327112,0.8395061728395061,0.3471074380165289,0.1652892561983471,0.1900826446280992,0.0826446280991735,0.0165289256198347,0.1157024793388429,0.0826446280991735
MAIPU,-70.74485899999998,-33.5054217,60.00343927431312,0.8389261744966443,0.362962962962963,0.237037037037037,0.0888888888888888,0.1333333333333333,0.0148148148148148,0.0962962962962963,0.0666666666666666
PUENTE ALTO,-70.61360649999997,-33.627923100000004,18.35270257975567,0.8592233009708737,0.3488372093023256,0.1627906976744186,0.1453488372093023,0.1395348837209302,0.005813953488372,0.1395348837209302,0.0581395348837209
SAN JOAQUIN,-70.63116740000002,-33.4983519,27.82277939354796,0.8219895287958116,0.3757225433526011,0.2196531791907514,0.1213872832369942,0.1040462427745664,0.0173410404624277,0.1213872832369942,0.0404624277456647
LA GRANJA,-70.6130247,-33.5233832,26.000013997046626,0.8642857142857143,0.3392857142857143,0.2142857142857142,0.1607142857142857,0.1428571428571428,0.0089285714285714,0.125,0.0089285714285714
MAIPU,-70.7709986,-33.5445206,42.85068350578028,0.8423423423423423,0.3901098901098901,0.2472527472527473,0.0549450549450549,0.1318681318681318,0.0,0.0549450549450549,0.1208791208791208
MAIPU,-70.7699815,-33.498442,26.54837329323513,0.8795811518324608,0.3037974683544304,0.2151898734177215,0.1582278481012658,0.120253164556962,0.0253164556962025,0.1012658227848101,0.0759493670886076
ÑUÑOA,-70.59783809999998,-33.4696514,82.33320269423152,0.7592592592592593,0.4396551724137931,0.271551724137931,0.1120689655172413,0.146551724137931,0.0172413793103448,0.0086206896551724,0.0043103448275862
CONCHALI,-70.65872270000001,-33.3768837,58.35298751963336,0.8956043956043956,0.3402777777777778,0.1805555555555555,0.1319444444444444,0.1180555555555555,0.0208333333333333,0.1388888888888889,0.0694444444444444
PUDAHUEL,-70.7574795,-33.4463065,27.658214116821352,0.8698224852071006,0.2439024390243902,0.2113821138211382,0.1382113821138211,0.1382113821138211,0.040650406504065,0.1300813008130081,0.0975609756097561
LAS CONDES,-70.584947,-33.42633,95.27382222351083,0.3513513513513513,0.0844444444444444,0.4933333333333334,0.0844444444444444,0.3288888888888889,0.0,0.0044444444444444,0.0044444444444444
LA CISTERNA,-70.6718414,-33.515890899999995,40.176747706233975,0.8222222222222222,0.4100719424460432,0.2661870503597122,0.1438848920863309,0.0935251798561151,0.0,0.0287769784172661,0.0575539568345323
LO PRADO,-70.7210666,-33.441745399999995,31.115409648564164,0.8434343434343434,0.3503649635036496,0.1970802919708029,0.145985401459854,0.0656934306569343,0.0072992700729927,0.0802919708029197,0.1532846715328467
LO PRADO,-70.7081722,-33.4511577,68.67503456770622,0.8596491228070176,0.2785714285714286,0.2428571428571428,0.1428571428571428,0.1,0.0214285714285714,0.1285714285714285,0.0857142857142857
LA REINA,-70.55197199999998,-33.4388839,84.77098832146417,0.7391304347826086,0.2603550295857988,0.2958579881656805,0.1715976331360946,0.2189349112426036,0.0059171597633136,0.0355029585798816,0.0118343195266272
QUILICURA,-70.7277207,-33.357754,72.64217250160215,0.865,0.2804878048780488,0.2073170731707317,0.1219512195121951,0.1402439024390244,0.0121951219512195,0.1646341463414634,0.073170731707317
MAIPU,-70.7358349,-33.4895917,72.19439198329151,0.908256880733945,0.4319526627218935,0.1834319526627219,0.0650887573964497,0.0946745562130177,0.0236686390532544,0.0532544378698224,0.1479289940828402
LAS CONDES,-70.5525522,-33.4135395,77.09483299023907,0.3992094861660079,0.10546875,0.4609375,0.0859375,0.30859375,0.01171875,0.01171875,0.015625
PROVIDENCIA,-70.6145585,-33.4308651,95.92570967525852,0.6439790575916229,0.2722513089005236,0.3298429319371728,0.1099476439790576,0.2198952879581152,0.0052356020942408,0.0366492146596858,0.0261780104712041
CERRILLOS,-70.72039579999998,-33.5088934,72.06696886956853,0.8595505617977528,0.3225806451612903,0.2258064516129032,0.1354838709677419,0.0774193548387096,0.0516129032258064,0.1225806451612903,0.064516129032258
QUILICURA,-70.74932220000002,-33.3553118,52.40656721431778,0.8776595744680851,0.3422818791946309,0.1812080536912752,0.0671140939597315,0.0872483221476509,0.0201342281879194,0.1140939597315436,0.1879194630872483
SAN MIGUEL,-70.64697240000002,-33.5127321,36.773065883098674,0.7916666666666666,0.3774834437086093,0.2119205298013245,0.0662251655629139,0.2119205298013245,0.0132450331125827,0.1059602649006622,0.0132450331125827
LAS CONDES,-70.53467690000002,-33.42137630000001,32.919453995207014,0.5209302325581395,0.1329787234042553,0.4308510638297872,0.0851063829787234,0.2978723404255319,0.0,0.0106382978723404,0.0425531914893617
QUILICURA,-70.74150440000003,-33.3683861,3.0171633785271306,0.8186274509803921,0.3129251700680272,0.2040816326530612,0.1224489795918367,0.1496598639455782,0.0,0.1020408163265306,0.1088435374149659
VITACURA,-70.56705,-33.3872587,88.17219566671433,0.3348017621145374,0.0765765765765765,0.472972972972973,0.045045045045045,0.3918918918918919,0.0,0.0135135135135135,0.0
PROVIDENCIA,-70.6277908,-33.4374965,91.28408905720892,0.6194690265486725,0.2100840336134453,0.3865546218487395,0.0840336134453781,0.2436974789915966,0.0336134453781512,0.0168067226890756,0.0252100840336134
LA FLORIDA,-70.5826623,-33.529433000000004,35.05445351030932,0.8836206896551724,0.4201183431952663,0.1597633136094674,0.0650887573964497,0.1834319526627219,0.0650887573964497,0.0355029585798816,0.0710059171597633
LA FLORIDA,-70.6072081,-33.5493584,30.513436664863715,0.7933884297520661,0.4380530973451328,0.2123893805309734,0.0884955752212389,0.1460176991150442,0.0176991150442477,0.0663716814159292,0.0309734513274336
LA FLORIDA,-70.6015633,-33.5155843,77.86097133504829,0.8719723183391004,0.5546218487394958,0.1260504201680672,0.0630252100840336,0.1302521008403361,0.0210084033613445,0.0378151260504201,0.0672268907563025
PUENTE ALTO,-70.57121009999999,-33.5676192,66.33530325101404,0.7764705882352941,0.3012820512820513,0.2756410256410257,0.1089743589743589,0.1858974358974359,0.0,0.0961538461538461,0.032051282051282
MAIPU,-70.7603814,-33.523784,72.66439281311644,0.8144329896907216,0.3454545454545454,0.2727272727272727,0.0848484848484848,0.0969696969696969,0.0484848484848484,0.1151515151515151,0.0363636363636363
PROVIDENCIA,-70.6305875,-33.445536,84.21048158838485,0.7119341563786008,0.3485477178423236,0.2074688796680498,0.1244813278008298,0.2863070539419087,0.0,0.0331950207468879,0.0
RECOLETA,-70.6361434,-33.4067851,42.74703037659054,0.8011695906432749,0.3609022556390977,0.2255639097744361,0.0827067669172932,0.1353383458646616,0.0150375939849624,0.1203007518796992,0.0601503759398496
PROVIDENCIA,-70.6037427,-33.4273705,96.1632845469606,0.6666666666666666,0.3631578947368421,0.2736842105263158,0.1,0.2,0.0263157894736842,0.0210526315789473,0.0157894736842105
PEDRO AGUIRRE CERDA,-70.6644947,-33.493450800000005,61.25065111261525,0.8764044943820225,0.4347826086956521,0.181159420289855,0.1014492753623188,0.1159420289855072,0.0072463768115942,0.1231884057971014,0.036231884057971
SAN RAMON,-70.6524342,-33.5517717,5.615140205416656,0.90625,0.3181818181818182,0.1363636363636363,0.1287878787878787,0.1212121212121212,0.0075757575757575,0.1969696969696969,0.0909090909090909
SANTIAGO,-70.6547944,-33.4677183,88.6527442709588,0.7866666666666666,0.1506849315068493,0.3150684931506849,0.0958904109589041,0.2054794520547945,0.0547945205479452,0.1232876712328767,0.0547945205479452
CONCHALI,-70.6654178,-33.3897388,24.07419534478225,0.8611111111111112,0.2736842105263158,0.2210526315789473,0.1473684210526315,0.1578947368421052,0.031578947368421,0.1368421052631579,0.031578947368421
ESTACION CENTRAL,-70.7048938,-33.4650287,77.32260992930492,0.8674033149171271,0.3358208955223881,0.1641791044776119,0.1716417910447761,0.0671641791044776,0.0,0.1492537313432835,0.1119402985074626
SAN JOAQUIN,-70.62394300000003,-33.5084033,55.52683383806017,0.8792270531400966,0.4971098265895954,0.1213872832369942,0.0982658959537572,0.0809248554913294,0.0057803468208092,0.1098265895953757,0.0867052023121387
PUENTE ALTO,-70.57515740000002,-33.56961939999999,60.37856012381389,0.931174089068826,0.5333333333333333,0.1666666666666666,0.0166666666666666,0.0555555555555555,0.0444444444444444,0.0666666666666666,0.1166666666666666
QUINTA NORMAL,-70.6981653,-33.4150919,59.12802398693875,0.88268156424581,0.3486842105263157,0.131578947368421,0.0986842105263158,0.1776315789473684,0.0131578947368421,0.125,0.1052631578947368
ESTACION CENTRAL,-70.69420699999998,-33.4675541,6.257779608502606,0.8384279475982532,0.3586956521739129,0.2282608695652173,0.1032608695652174,0.1467391304347826,0.0380434782608695,0.0760869565217391,0.0489130434782608
LA GRANJA,-70.61434140000001,-33.554918,7.422833782071983,0.8917525773195877,0.3676470588235294,0.1102941176470588,0.0661764705882353,0.0661764705882353,0.0367647058823529,0.1397058823529411,0.213235294117647
PUDAHUEL,-70.7568487,-33.4448751,11.738123255992983,0.8928571428571429,0.2929936305732484,0.1719745222929936,0.1592356687898089,0.1146496815286624,0.019108280254777,0.1210191082802547,0.1210191082802547
