type,text
Tweet,"Ahora en Radio Tenina 95.1 FM de Teno junto a nuestro gran candidato Republicano por la región del Maule @hojasdelvalle 
Este 7 Mayo vota Republicano 🇨🇱 https://t.co/vIb8jC5cdP"
Tweet,"Para el Partido Republicano es un orgullo que Ninoska Payauna (@NinoskaEsther2 ) nos represente en Tarapaca. Siganla y voten por ella este 7 de Mayo, una gran profesora que quiere servir a su pais https://t.co/jS9SgX2R3F"
Tweet,"Ahora en Radio VLN de Curico junto a nuestra candidata Republicana por la región del Maule @greisparada y 
recuerda este 7M vota Republicano 🇨🇱 https://t.co/ICStZURY0Q"
Tweet,"Ahora en Radio Condell de Curico junto a @idilia_maria vice presidenta nacional del @PRChile y candidata a consejera constitucional por la región del Maule 
Este 7 de Mayo vota #Republicano 🇨🇱 https://t.co/ZNh0i7UpmX"
Tweet,"Seguimos en nuestras #ReGiras. Hoy volvemos a #Maule para acompañar a nuestros candidatos al #ConsejoConstitucional 

Con todo 💪 @RicardOrtegaPR @MiguelRojasCL https://t.co/MS8Dpr7QRf"
Tweet,Ahora en Radio Ancoa de Linares junto a @RicardOrtegaPR OrtegaPR con miras a la elección del 7 de Mayo. Vota #ListaC Vota #Republicano https://t.co/cnWtME8vww
Tweet,"Muy buena #ReGiraRepublicana ayer viernes en la región de Ñuble con los candidatos @ceciliamedinam4 @amgo2610 @MariaElenaAcua9 y @jlenriquezRE 
Gracias a quienes nos recibieron en Chillan, Coihueco y San Carlos 🇨🇱 https://t.co/77Nt6nlyEy"
Tweet,"Ayer en Atacama, hoy en Ñuble y mañana en el Maule. Ha sido una campaña intensa pero con mucha fuerza. Los Republicanos avanzamos porque queremos que Chile salga del fondo y comience a progresar en orden y paz. Este 7 de mayo, es el primer día de un nuevo comienzo para Chile 🇨🇱 https://t.co/yZYUS0q2si"
Tweet,Esto es gravísimo. “Casualmente” se perdieron las grabaciones que involucran al Alcalde Jadue en el caso de corrupción de luminarias. Años de investigación e impunidad.
Retweet,"¿Sabías que miles de familias sufren el robo de mascotas para su faenamiento? En la #Camara avanza un proyecto de prohibición y aumento de la penas a quienes incurran en el faenamiento de mascotas para consumo o distribución. 

Conoce todos los detalles en el siguiente video 👀‼️ https://t.co/SpZRwpRJe7"
Retweet,"🔴 AHORA 

@joseantoniokast en #RadioAlborada de #Ñuble ¡Súmate a nuestro REcorrido por la REgión! 
👉🏻 https://t.co/UW8LycC8uq https://t.co/0JpWxl1gfo"
Retweet,"¿Todavía no sabes por quién votar en #Ñuble? 🗳️
#REconoceATuCandidato 💪🏻

Hoy a las 15:00 hrs. conéctate al LIVE de 
@joseantoniokast
 junto a los candidatos al #ConsejoConstitucional de la Región 👀

¡No te lo pierdas! 👉🏻https://t.co/BO3cTTCwf9 https://t.co/asfFfM2tiY"
Tweet,"Este 7 de Mayo los invito a votar por los candidatos del @PRChile aqui nuestros candidatos de la #ZonaCentro
Este 7 de Mayo vota por la #ListaC de Republicanos 🇨🇱 https://t.co/g3jjdU3EuE"
Tweet,"Este 7 de Mayo los invito a votar por los candidatos del @PRChile 
Aqui nuestros candidatos de la #ZonaSur
Este 7 de Mayo vota por la #ListaC de Republicanos 🇨🇱 https://t.co/ervKPM9GHh"
Tweet,"El desempleo sigue subiendo sin control. Y mientras tanto, el Gobierno y parte del Congreso aprueban más restricciones, cargas y obligaciones a los emprendedores. Desconexión brutal. https://t.co/6eG0a6KZLu"
Tweet,"Este 7 de Mayo los invito a votar por los candidatos del @PRChile aqui nuestros candidatos de la #ZonaNorte 
Este 7 de Mayo por la #ListaC de Republicanos 🇨🇱 https://t.co/Ui6chAL59T"
Retweet,Este 7 de mayo de mayo ¡Juntos defendamos la democracia! ¡Inscríbete! 👉 https://t.co/7uGQQeyrDU https://t.co/X1Dofboom7
Tweet,"Cerrando la #ReGiraRepublicana por la región de Atacama junto a los candidatos del @PRChile @Seba_Simon_ @PATY_CHILELIBRE @PaulSfeir y FresiaSepulveda Gracias quienes nos recibieron en #Copiapo #Vallenar y #Caldera !! 
Este 7 de Mayo los invitamos a Votar por la Lista C  🇨🇱 https://t.co/guDqFeEBfa"
Retweet,"El terrorismo ataca denuevo, ahora sin contemplacion contra niños que solo se trasladaban a estudiar. https://t.co/xKsPJ7HVqd"
Tweet,"Llevamos meses recorriendo cada rincón de Chile llevando un mensaje de esperanza y de futuro. Los Republicanos queremos liderar un nuevo comienzo para Recuperar y Reconstruir Chile. 

Queda una semana de campaña: sigamos trabajando con fuerza, humildad y convicción. Por Chile 🇨🇱 https://t.co/s23qpgmLc4"
Retweet,"Un fuerte abrazo a toda la familia de @Carabdechile en estos 96 años al servicio de País. Muchas gracias por su entrega, compromiso y vocación! 🇨🇱 Los Chilenos estamos con ustedes #YoApoyoACarabineros https://t.co/j0eXSyxwYc"
Retweet,"Ya estamos en #Valdivia junto a dos de nuestros candidatos al Consejo Constitucional: @DanielArzola84 y @JorgeDelaMaza22. 

Este 07 de Mayo, Los Ríos Vota #Republicanos 💪🏻🇨🇱 https://t.co/RegGFpPtUY"
Retweet,"🔴 Llegamos a #RadioBahia

Sigue acompañándonos en nuestro recorrido por #Atacama y escúchanos en 
👉🏻 https://t.co/N7vhctwxhu
¡No te lo pierdas! https://t.co/c76jSIap9A"
Retweet,"🔴NOTICIA DE ÚLTIMO MINUTO:¿#IracíHassler faltó a la verdad?. 
La jefa comunal de la @Muni_Stgo tiene celular institucional financiado con recursos públicos y no se lo entregó a la PDI. @STGOSeLevanta 
👀👉 https://t.co/4e31PD1mLP"
Tweet,¿Cuándo formalizan a la Alcadesa Hassler? ¿Hasta cuándo sigue en impunidad?
Retweet,"🔴 AHORA 

¡En toda la REgión de Atacama! @joseantoniokast junto a @paulsfeir en #RadioRT 
No te lo pierdas ‼️
👉🏻https://t.co/kvRjWWdjpZ https://t.co/SuwcpUN7BN"
Tweet,"Gracias a Carabineros de Chile por su servicio, compromiso y esfuerzo. Los Carabineros han estado, están y estarán siempre en el corazón de todos los chilenos.

Viva Carabineros y Viva Chile! 🇨🇱 https://t.co/luJIcqnNbF"
Tweet,La Alcaldesa Hassler sigue evadiendo su responsabilidad y protegiendo la corrupción. El Partido Comunista está corrompiendo Santiago.
Tweet,"Hoy, en Cañete, terroristas intentaron asesinar a 22 escolares que iban rumbo a clases. 

No se puede dialogar con los terroristas. Se requiere mano dura, juicio efectivo y prisión. Basta de ambiguedad! https://t.co/4hxl8XHkb9"
Retweet,HOY @joseantoniokast en el #DiarioAtacama se refiere acerca al recorrido por la región y las urgencias sociales para la discusión de este nuevo proceso constituyente. https://t.co/UovvS8bGjZ
Tweet,"Frente a la inmigración ilegal, el Presidente Boric elige a los ilegales. Asi de simple. 

#CeroIlegales https://t.co/jVTNiisZcr"
Retweet,"La izquierda no ha renunciado a su proyecto refundacional ni a lo rechazado en el plebiscito. 

Les comparto nota de El Llanquihue, en la que conversamos sobre el rol del estado y las expectativas del proceso, entre otros temas. https://t.co/gTjMLfEBQg"
Retweet,"El narcotráfico tiene secuestradas las vidas de las personas. Lo vi en Barrio Matta, lo escuché en Pedro Aguirre Cerda y lo leo todos los días en las noticias. 

Es momento de que podamos  #VivirSinMiedo

Gracias @joseantoniokast por tu compañía en esta causa 💪

#VotaC13♥️🇨🇱 https://t.co/xLXiO8xpmr"
Retweet,"Para los Republicanos, Carabineros y las FFAAA deben tener un capitulo en la Constitución. En su 96 aniversario, ¡Gracias por su entrega y compromiso con la Patria! 🇨🇱 #yoapoyoacarabineros 

👉https://t.co/fPJjLztqQo"
Tweet,"🔴 EN VIVO 🕗

¿Aún no sabes por quién votar en #Atacama? 
Conéctate al LIVE de #ReconoceTuCandidato junto a los candidatos de la región✌️

 👉🏻 https://t.co/7YoCWhAml0"
Retweet,"🔴 HOY #REConoceATuCandidato

¿Aún no sabes por quién votar en #Atacama? Conéctate al LIVE de @joseantoniokast junto a los candidatos de la región y conoce a #PaulSfeir #FresiaSepulveda #PatriciaHurtado y #SebastianSimon

👉🏻 https://t.co/jCStRaccRR https://t.co/7XbtlCKWd4"
Tweet,Asi quedó el auto de Jaime Guzman cuando fue asesinado. Para que lo sepa la Presidenta del PPD antes de hacer comparaciones odiosas e irresponsables. https://t.co/urUqg3d1R6
Tweet,Ya estamos en #Copiapó junto a nuestros candidatos al #ConsejoConstitucional por #Atacama . Cientos de chilenos quieren recuperar y recontruir nuestro país. Conoce a nuestros candidatos en 👉 https://t.co/phELdbHVKj https://t.co/L1JGfQFgXD
Retweet,"🔴 AHORA 

@joseantoniokast en su recorrido por la región, visita #RadioNostalgica de #Copiapó junto a @PaulSfeir 

👉🏻 https://t.co/4OAmMzAtVC

¡No te lo pierdas! https://t.co/WEzgbhKvcd"
Retweet,"La #descentralización en Chile ha sido un tema de debate desde hace varios años. ""Debemos equilibrar la distribución de recursos y poder entre las distintas regiones del país""

Les compartimos la participación de nuestra candidata por #Valparaíso @angeleslpo ayer en #24H https://t.co/n5b3Hmr1PS"
Retweet,"Según declaraciones del ex presidente del Consejo para la Transparencia, existe una falta a la probidad por parte de Benjamín Alemparte por #AsesoramientoDoble involucrando dos poderes del Estado en relación al nuevo proceso constitucional. 
👉🏻 https://t.co/gOrmsUf3eT https://t.co/WcIFQAM93i"
Retweet,"José Antonio Kast visita Atacama !!

Hoy 13.30 hrs, escuche a @joseantoniokast en @RADIONOSTALGICA de #Copiapo #Atacama

@PRChile https://t.co/SvNCgYvCIn"
Retweet,"Toda regalía del Estado es una cuenta que pagamos todos los Chilenos. En #Antofagasta Patricio #Maldonado trabajará por #RecuperarLaLibertad de emprender.

Ve la entrevista que realizó @joseantoniokast  
👉https://t.co/ybCZLTcDma https://t.co/0Vyu9Gw4iT"
Retweet,"Por si se la perdieron !
Región de Aysén ayer en la franja electoral 👍👍👍🇨🇱🇨🇱🇨🇱

Vamos lista C!!!
Vota C-10!!!

@AysenRepublican 
@PRChile 
@joseantoniokast 

#SoloQuedaRepublicanos 
#REcuperarChile
#REconstruirChile
#REfrescarChile
#VotaREpublicanos
 #CeVieneRepublicanos https://t.co/hAbLatwgOM"
Tweet,"En Arica está explotando la crisis migratoria e incubando una grave consecuencia humanitaria. 

Hago un emplazamiento directo al Presidente Boric para que comprenda la gravedad de esta circunstancia y tome decisiones urgentes para resolver esto. https://t.co/HdqpU7pxHy"
Retweet,¡Juntos defendamos la democracia! Este 7 de mayo ayúdanos a cuidar los votos 🗳️¡Inscríbete! 👉https://t.co/7uGQQeyrDU https://t.co/9M7sk4ZTsW
Tweet,Bruto. https://t.co/i2gMenlHxP
Retweet,"¿Existe falta de probidad si el asesor de la SEGRES es además asesor de la Comisión de Expertos? ¿Existen intereses personales involucrados? 
¿Debería renunciar? ¿Qué opinas? 👀
👉🏻https://t.co/gOrmsUf3eT https://t.co/uERqqFIQlY"
Retweet,"📢 Subsecretaría de Prevención del Delito no respeta dictamen de @Contraloriacl y norma que prohíbe ""Realizar cualquier actividad política dentro de la Administración del E° o usar su autoridad, cargo o bienes de la institución para fines ajenos a sus funciones"". #YoTeFiscalizo. https://t.co/gtUTHck0i5"
Retweet,"Hola 👋 
No dejes para el fin de semana lo que puedes hacer hoy!
Recuerda que este 07 de mayo hay que defender los votos 🇨🇱
Inscríbete en https://t.co/Occ5qaxAkz https://t.co/OQ35HG8SJ3"
Tweet,"Si votas #Republicano en la región de Aysen estos son nuestros candidatos 
#VotaRepublicano #VotaListaC 🇨🇱 https://t.co/EIxuiMAkej"
Tweet,¿Cuándo formalizan a Irací Hassler? ¿Cuándo sabremos quiénes en el Partido Comunista estaban detrás de esta operación ilegal?
Retweet,"Estas imágenes de @jpoduje son uno de los símbolos más potentes de decadencia de Chile

Impresionante

¿Fue alguien preso? ¿Cuál fue la condena? ¿Los indultaron?

Frivolidad de autoridades que recomiendan leer libros pero sus acciones muestran total desprecio a cultura civilizada"
Tweet,"Los Diputados aprobaron ley que agiliza tramites para expulsar a extranjeros ilegales y establece obligación del Subsecretario de expulsarlos. Sin embargo, el Presidente Boric se opone y la Ministra Toha quiere llevar la norma al TC. Ayúdanos a difundir y evitarlo. #CeroIlegales https://t.co/ghJRgQl6I9"
Tweet,"Si votas #Republicano en la región de Magallanes estos son nuestros candidatos 
#VotaRepublicano #VotaListaC 🇨🇱 https://t.co/pFuqL223Yi"
Retweet,"Nuestra propuesta busca implementar un Plan de Cárceles Especiales para Narcotraficantes en zonas aisladas que permita albergar a delincuentes condenados por delitos asociados al narcotráfico, con condiciones especiales de aislamiento. #CeroNarco

👉🏻 https://t.co/h2SiFQ6rKq https://t.co/MoLcf0eSJz"
Retweet,"Las víctimas de la delincuencia son las personas que viven con miedo a una bala loca, a la adicción de un hijo y a los Narcofunerales.

Por eso los REpublicanos vamos a establecer el narcotráfico como un atentado contra la seguridad nacional.

#ParaVivirSinMiedo
#CeroNarco #C13♥️ https://t.co/UV4UgEBv6d"
Retweet,Fuimos como Republicanos nos comprometemos en combatir el narco tráfico #CeroNarco sin un país seguro no es posible asegurar derechos. #VotaRepublicano #VotaC18 #VotaOsssandon https://t.co/amQDzITP0t
Retweet,"Gracias Carolina!!
❤️🇨🇱

@elcapchile
@DipCristobal 
@martinarrau 
@vicentebrunaf https://t.co/3kCHhRwqfX"
Retweet,"En el debate de La Tercera: El Partido REpublicano no se da vuelta la chaqueta, no hacemos volteretas.
#ConsejeroLuisSilva #ElProfeSabe https://t.co/O49qvQP4o3"
Retweet,"En la Región Metropolitana se vota por uno de ellos.
#SoloQuedaRepublicanos https://t.co/nbfHqpAD47"
Retweet,"Faltan 13 días para votar en contra del narcotráfico y la inmigración ilegal. 
13 días #ParaVivirSinMiedo

Este 7 de mayo
#VotaC13 #VotaC13 #VotaC13 #VotaC13 #VotaC13 #VotaC13 https://t.co/77onJ6HnEs"
Retweet,"Avanzan los proyectos que coartan la libertad en Chile. ¿Estás de acuerdo con las #CuotasdeGenero en los eventos musicales? Revisa el siguiente video 
👉🏻https://t.co/wz5ybZnbp4 https://t.co/rUNxi38IdX"
Tweet,"Si votas #Republicano en la región del Los Lagos estos son nuestros candidatos 
#VotaRepublicano #VotaListaC 🇨🇱 https://t.co/FivDlNDPUS"
Retweet,Los chilenos merecemos vivir en un país seguro y terminar con la grave crisis de narcotráfico y crimen organizado que nos afecta. Les presentamos nuestra propuesta Plan Cero Narco #CeroNarco https://t.co/ICmueLgR2Q
Retweet,"🔶 #Política 

Republicanos presenta ""Cero narco"": incluye zanjas en pasos fronterizos y un 'zar anti narcotráfico'
 
Más detalles ⬇ https://t.co/wmm6iDXbRV"
Retweet,#CeroNarco porque chile ya esta cansado del tráfico de drogas y que expongan a jovenes y niños a este ambiente de riesgo! https://t.co/FoMQN6D3QR
Tweet,"REVIVE! 📢
Junto a la Directiva del @PRChile #DiputadosRepublicanos y candidatos al #ConsejoConstitucional presentamos propuesta REpublicana #CeroNarco ❌ para enfrentar la grave crisis de narcotráfico que enfrenta nuestro país.  
👉🏻https://t.co/5tCp28KFZl https://t.co/XtEfhRux0U"
Retweet,"Partido Republicano lanza plan “Cero Narcotráfico”. La colectividad presentará este lunes -junto a José Antonio Kast, diputados de la bancada y sus aspirantes al Consejo- una serie de medidas para hacer frente a la crisis de seguridad https://t.co/YSqlIUFCPo https://t.co/QvEfyOpBAM"
Tweet,"Tenemos que aumentar las atribuciones y recursos para fortalecer a la UAF y las capacidades investigativas del SII, Aduanas y la Fiscalía para desbaratar la industria financiera asociada al narcotráfico #CeroNarco https://t.co/8KAvB3QsRA"
Tweet,"Impulsaremos la creación de una Fuerza de Tarea Conjunta de las policias, servicios e instituciones en el combate al narcotráfico, la coordinación de un Ministro delegado de emergencia y el aumento significativo de penas asociadas a estos delitos #CeroNarco https://t.co/5wieX3ryfs"
Tweet,"Hay que ampliar y profundizar la construcción de zanjas y barreras físicas para impedir el contrabando de drogas, vehículos y la trata de personas por nuestras fronteras #CeroNarco https://t.co/yLTXdbf3iG"
Tweet,Es urgente construir cárceles más grandes y especializadas para aislar a los narcotraficantes y quitarles toda posibilidad de seguir operando criminalmente. #CeroNarco https://t.co/tPU734lGvK
Tweet,Hoy hemos presentado nuestro Plan #CeroNarco para enfrentar de manera decidida el combate al narcotráfico en el Chile. Los chilenos tenemos derecho a vivir en un país libre de narcotráfico. https://t.co/G5GJ154iB4
